confounder,confoundedParent,confoundedChild,BootscoreConfounderP,BootscoreConfounderC,BootscoreConfounded,overalScore,method,sourceLevel,deconfoundedWith
s__dialister_invisus,s__akkermansia_muciniphila,s__bacteroides_fragilis,0.78,0.91,0.13,0.092274,DBN_,T,TT
